timestamp,Delta,Theta,Alpha,Beta,Gamma,Stress_Index
1769022443.7100902,0.0,0.0,0.0,0.0,0.0,0.0
1769022444.7650774,0.0,0.0,0.0,0.0,0.0,0.0
1769022445.775274,0.3489438192022301,0.18340564239500334,0.03655972465542609,0.08109919633660814,0.10204321971350472,0.36868907471666046
1769022446.8239958,0.4135277532918519,0.08689722100131321,0.043416831778148424,0.06529051535676665,0.10585650079254134,0.5010205188441347
1769022447.8349502,0.41310182826845365,0.10542849074672973,0.030534990367723586,0.05051829875077417,0.1209201115431616,0.37155511745930503
1769022448.8484323,0.40677183273633133,0.06749219621939942,0.028123816237234082,0.051684649297912166,0.13515215032310385,0.5405382156376556
1769022449.8654456,0.3447005573901084,0.09715708251145068,0.034988237356501674,0.057507457487254755,0.17709747673039716,0.4351801665359979
1769022450.887196,0.21107105236967483,0.16685365917624928,0.033161945411129976,0.07939449400505036,0.25648233394657216,0.3969395149409512
1769022451.8943865,0.0830244882892168,0.12414554289673667,0.05078552730109951,0.08815352505622534,0.3328520018300033,0.5039300395663856
1769022452.8966787,0.21699154441221435,0.1388395176742188,0.05585842696756649,0.0800204144078563,0.2249950333948015,0.41099562483546576
1769022453.929979,0.3143241896847016,0.1036764196811314,0.035328583993230564,0.07268144236754896,0.17038730484633297,0.5228654910316957
1769022454.9347105,0.32246547890929483,0.1153379887154922,0.04704101170529386,0.08656713759258418,0.17321253471077985,0.5331145299190603
1769022455.9374816,0.3101784178701844,0.11841143140764891,0.06743656793356695,0.09563000614219477,0.17661640888240315,0.5145575519974663
1769022456.9487567,0.3298590235733113,0.09927654967060888,0.06136907512806407,0.10201917838561833,0.1757126931600209,0.63505335710272
1769022457.9596405,0.27142226327003016,0.07641995639850283,0.061324814414915066,0.10422756392765975,0.19596217014544534,0.7566661634123062
1769022458.9618618,0.1323270411928707,0.14169273804985957,0.07324757112060691,0.12618959771417684,0.24383173852830192,0.5870886252679234
1769022459.976172,0.14241664392856296,0.07390353196022263,0.09253642617629729,0.13075162027451476,0.23497478611121,0.78557358560306
1769022460.9975522,0.13851790088021337,0.1450280112666879,0.04285989921525478,0.12633373303759105,0.22301473508027753,0.672385255274193
1769022462.0163522,0.14336372051245752,0.14883387568393602,0.05199853205866254,0.1043044931502013,0.2271162107562758,0.5193582796936098
1769022463.0360656,0.18064612808425587,0.15276175765477346,0.07235711495826756,0.09407862611978296,0.18939344116568652,0.41790458135828323
1769022464.059001,0.24656902153450927,0.14343166067496438,0.059453172544080043,0.08489306694495777,0.17035308369259924,0.4184277709193401
1769022465.0778158,0.24722449874685842,0.11469091238784421,0.06991752490571482,0.09736327925441504,0.1913619925946143,0.5274014193520974
1769022466.0954957,0.2642852046723989,0.09650507736742232,0.05940353720381277,0.06766406748810933,0.20146660855823964,0.4339954766368409
1769022467.115499,0.24776463710131438,0.1074240974945592,0.05460706078154125,0.0798629541966201,0.1997769574502049,0.49288335751557905
1769022468.137223,0.19615256933818723,0.11188154337344569,0.05783398054776856,0.08817683213246827,0.22079431984393447,0.5195536067743274
1769022469.1576245,0.04456103233618925,0.09593549970239765,0.06550256382518205,0.1133249698796879,0.3342169954197246,0.7019674631618998
1769022470.175956,0.06559832473648118,0.08218483152137859,0.06692014062587882,0.12385898304573026,0.29964618012363803,0.8306775460570206
1769022471.1952615,0.049378245125219176,0.06394647821862162,0.06225951954985533,0.13492765407047264,0.32828223567147496,1.0690980409659492
1769022472.217537,0.2010708732228225,0.17224687645774067,0.052420505380400176,0.10027985164027478,0.20614686680301025,0.4463460804757119
1769022473.237363,0.209938750434803,0.16164578825268633,0.05082913330960352,0.08776989403186566,0.22407529097292112,0.41308160184228154
1769022474.2559888,0.203927598780805,0.15332435711673056,0.04119237003768463,0.10044600765061415,0.22224207889151248,0.5163848514993005
1769022475.2640417,0.20806895881934867,0.14730479821243309,0.040934699768386665,0.09243160468496546,0.23226680585420847,0.4910293251263261
1769022476.2780116,0.2057178971747858,0.1732907848620995,0.043825225729650266,0.09100387933396224,0.21966726514707408,0.419146703825427
1769022477.282698,0.073405101405608,0.08651236518867353,0.04645444787280888,0.11468943313394186,0.3187920986753915,0.8625353045470571
1769022478.3037317,0.08229605418844099,0.08200521149774062,0.04169047574546548,0.13031804671345254,0.29785433954629303,1.0535289959481928
1769022479.3152723,0.0657616149128725,0.08261266701082268,0.04139607562096863,0.115420503926694,0.30904886149902494,0.9307373878631424
1769022480.3364944,0.27861539221178494,0.1861815871396665,0.0654551520303759,0.10118914255945248,0.09654335671631868,0.4021222845714515
1769022481.3569248,0.5757380469400724,0.1787823133575995,0.01185606419840934,0.042142462656969436,0.05433568751185758,0.22105854098578454
1769022482.3762243,0.5878914662704589,0.15617939967087224,0.012091368759454027,0.038960415160037856,0.05857443332132033,0.23153268978788683
1769022483.3975024,0.5821945340052181,0.15454680406474078,0.0111893777242868,0.03742699271691316,0.06131775142391782,0.2258213414329395
1769022484.416717,0.5823992195300507,0.15191797567714135,0.015538329529750821,0.03597627300643899,0.06503215710557422,0.21483848054279026
1769022485.4353046,0.45444227188043473,0.18675963259308642,0.03302376572997316,0.06575226542404454,0.08347194435655024,0.2991671198034527
1769022486.4558861,0.18908805439149884,0.09723240119721079,0.056672905380393754,0.12717650064923045,0.21944737121556282,0.826324167457712
1769022487.4770267,0.07285357874254587,0.09037734278691885,0.041569870424931724,0.1509119211543253,0.30925171930908324,1.14372083926614
1769022488.4966924,0.10768639926067498,0.0734558055115562,0.04326336429413176,0.1423763931293071,0.3090200134082818,1.2198096812772876
1769022489.515918,0.08442008748657451,0.06434056847127449,0.051176169179644425,0.13933524866653915,0.3190916213425379,1.2061805528740008
1769022490.7054372,0.08768488520364655,0.05292596163206102,0.04446134390802712,0.11696142813856165,0.3580343829159517,1.200980215128772
1769022491.713222,0.09936821516299019,0.051957911238537234,0.04001143518718857,0.09599529793300814,0.36319342840212016,1.0437635788458495
1769022492.9268422,0.09701597671165567,0.05270687019640263,0.03862251837818896,0.11184263544668642,0.3592337872671778,1.224593885915004
1769022493.9407659,0.09548003838674195,0.059388755313386235,0.04907498827481342,0.11583009576996632,0.35278615720974893,1.067905495722464
1769022494.9446855,0.09410362810613425,0.0810901252781984,0.05624894527495665,0.11147965074102857,0.3509479466638711,0.8117052094995274
1769022495.9481392,0.08719663370930743,0.08431532591618425,0.07518728368568431,0.1073379425824613,0.32424055470220575,0.6729499279068594
1769022496.9556718,0.07740800894639611,0.07431180981803223,0.07590594571494767,0.11541568401628159,0.3398905890094081,0.7683174022230704
1769022497.9643874,0.09319041128382646,0.10552907143462811,0.10285904517267759,0.10191237413973911,0.29193682135315363,0.48904844839755063
1769022498.9811027,0.08129515015746346,0.12261230601762156,0.08439142224700939,0.10947504495398301,0.29620283959378846,0.5288528714862598
1769022499.9860272,0.07173282243335725,0.1057822377286733,0.08213796203968625,0.10376587002801978,0.3000934291262148,0.5521775624885666
1769022501.0011292,0.08447780083178975,0.11264257891324596,0.07145164179044061,0.10520077897779534,0.29833481075946766,0.5714476376718272
1769022502.0053928,0.05475804393064106,0.07768883925806011,0.04556759330573843,0.11032530343138076,0.33078803852081584,0.8950803301397338
1769022503.0280232,0.0602153640800764,0.05926716476045574,0.04116258169332872,0.11631738753216687,0.3294212878877431,1.1581850343579099
1769022504.0392241,0.04897740147462904,0.049507298087749764,0.04405476839991855,0.1171706894306019,0.3501463077824759,1.2523177555969167
1769022505.0443752,0.07852331779808211,0.0512795784581749,0.0456176477239818,0.1233734714271136,0.3463898367325685,1.2732273467543844
1769022506.2093537,0.07844476233330452,0.050074387538261364,0.047467731867632604,0.12300935501854031,0.3514889561727874,1.2610766988769027
1769022507.220189,0.16593367982079518,0.13035724448997071,0.07529613875092353,0.11948435772385872,0.1975889463607072,0.5809959206359349
1769022508.2264102,0.22933603321322074,0.16912648339934053,0.04562659522268027,0.08561113628163049,0.18462340701716362,0.3986473124559877
1769022509.2334325,0.2246197443570909,0.1641842699635679,0.04390296118505718,0.08845357592420053,0.17904725535489063,0.42507726379308486
1769022510.2726471,0.20346980788210783,0.1751910325062279,0.07298505653104803,0.09145686001603298,0.2016814263083623,0.368514516673601
1769022511.4760523,0.20575559483091527,0.17258569503168433,0.06864662621780918,0.09396361708571703,0.20503350217291674,0.38951342459251703
1769022512.487898,0.19644235144247751,0.20455215100742224,0.08327726756164516,0.10168305335345744,0.1693814612645048,0.35327417393536437
1769022513.5005772,0.2700943828851478,0.26695801182649437,0.06163819384974688,0.07811138332340757,0.12997749023958877,0.23771164810320633
1769022514.5082216,0.3738566786280647,0.20813329056611146,0.050725146137980126,0.06565002835646284,0.11108869999706625,0.25361265245859654
1769022515.5173876,0.4000264356541491,0.20000809161485328,0.0446126475281521,0.05611656463846402,0.10477557885487547,0.2294013804131218
1769022516.5285451,0.44482722096726607,0.23518352828946623,0.05547843404333004,0.054710272729174725,0.07271040486244776,0.18822581415286713
1769022517.5536184,0.4934006959318122,0.2390495109368361,0.027958286503246964,0.03689856351437411,0.06416589019554313,0.1381923137669431
1769022518.5575233,0.46125796977067635,0.1938728365268592,0.035110228459619836,0.04471725113702578,0.0747887235997051,0.1952854280041986
1769022519.5581994,0.45848283809599605,0.19233433177850226,0.03222331150023154,0.053376600695983566,0.0764722451424357,0.23769559664523698
1769022520.560257,0.46072345919149604,0.2015003981382391,0.026374463669133846,0.05123240637330821,0.07567075562427454,0.2248259467543595
1769022521.5644066,0.3516389048812485,0.13804345632665252,0.044284044035651185,0.07618291129866984,0.14409800247877103,0.4178332578137115
1769022522.584978,0.29972971321172215,0.11146287271171466,0.032768310198320605,0.07840693645414257,0.1905128194861454,0.5436160978236656
1769022523.5850787,0.27479240984674413,0.15264799938952586,0.04275562536926682,0.0859837310790311,0.19723444354433575,0.4400291507182562
1769022524.6019206,0.277715226465724,0.1486799412764429,0.034858509564659426,0.08488134997970283,0.1906441674486496,0.46246923803421486
1769022525.6038592,0.3386354300486694,0.19406649494694736,0.07371108179878302,0.08370750265211217,0.12104314997997992,0.3125996996077725
1769022526.6297278,0.3394088024429166,0.19486424697446675,0.08034437647182545,0.07635815291519432,0.12270482643069085,0.2774545161575565
1769022527.6345398,0.21890969133008484,0.16434137633909182,0.11399221286883532,0.1102874342261643,0.1774598018679075,0.39624049077053497
1769022528.655293,0.2513840281102687,0.1343309592496575,0.09871433631052953,0.08768995530898513,0.17641272735082295,0.37627697577513364
1769022529.6775794,0.2681547958347477,0.13212636722608745,0.09055440045428088,0.08990880200433585,0.1719011556548043,0.4037546627229429
1769022530.6962194,0.21363708460086445,0.08723633605994459,0.06043020756089803,0.0801097167104583,0.22970690898110918,0.5425005031312187
1769022531.71546,0.2217195943738767,0.09367931773546063,0.057491542065475555,0.09335321002421224,0.22158415783310312,0.6175303402838344
1769022532.736796,0.17287156684659305,0.12070849849763277,0.054933327697181865,0.09171336229674425,0.2436610986662064,0.5221583157345702
1769022533.756802,0.0837463978806913,0.10717706994232097,0.06495903745623474,0.11507909347514708,0.28798702494828476,0.6685315863284491
1769022534.7759867,0.08975843497638193,0.10321200666865571,0.06134934104466737,0.13060736029893802,0.25719561503135724,0.7936649064247882
1769022535.795211,0.18734922887003033,0.13698444258521456,0.07863713946419097,0.13289690493508263,0.1664736018710801,0.6163403836089488
1769022536.815564,0.34751331706106475,0.1556277831780648,0.05473439454487712,0.09082022249106475,0.13119278858739916,0.4317306073911814
1769022537.837808,0.39171722246258006,0.1955094384760212,0.05482775258418776,0.08220495762739527,0.11074491646992927,0.3283756157190739
1769022538.8572292,0.41368266450337243,0.16771920855370082,0.057414809034076184,0.09095353895643019,0.09089086698615413,0.40399552202477196
1769022539.8760254,0.3742094603842275,0.1832411797640799,0.08304977503589812,0.09517264395616276,0.0861045963219195,0.3573996218836223
1769022540.8962834,0.35152639721711393,0.14020635070628196,0.11540698787220367,0.09693288175276067,0.08842441578883556,0.37921535345716817
1769022541.9170918,0.33196435688880255,0.18104814349809156,0.06945434470929722,0.09052856031820941,0.08672889981520429,0.3613864260575163
